start,end,name,dna
1756781,1757551,CA_C1614,Genome
1757556,1758308,CA_C1615,Genome
1758426,1758821,CA_C1616,Genome
1758980,1759177,CA_C1617,Genome
1759326,1759529,CA_C1618,Genome
1759563,1759898,CA_C1619,Genome
1760410,1760604,CA_C1620,Genome
1760820,1761746,CA_C1621,Genome
1761759,1762631,CA_C1622,Genome
1762680,1763321,CA_C1623,Genome
1763428,1764270,CA_C1624,Genome
1764289,1764948,CA_C1625,Genome
1764945,1766006,CA_C1626,Genome
1766134,1768086,CA_C1627,Genome
1768107,1770971,CA_C1628,Genome
1770984,1771550,CA_C1629,Genome
1771616,1772836,CA_C1630,Genome
1772851,1773903,CA_C1631,Genome
1773900,1774718,CA_C1632,Genome
1774839,1775549,CA_C1633,Genome
1775826,1776635,CA_C1634,Genome
1776707,1777555,CA_C1635,Genome
1778324,1778710,CA_C1636,Genome
1778703,1779014,CA_C1637,Genome
1779028,1779300,CA_C1638,Genome
1781257,1781742,CA_C1641,Genome
1783347,1783895,CA_C1643,Genome
1784590,1785528,CA_C1644,Genome
1785541,1786740,CA_C1645,Genome
1787325,1788284,CA_C1646,Genome
1788302,1788769,CA_C1647,Genome
1788871,1789542,CA_C1648,Genome
1789620,1789877,CA_C1649,Genome
1790629,1791864,CA_C1651,Genome
1791879,1793291,CA_C1652,Genome
1793577,1794278,CA_C1653,Genome
1794345,1797275,CA_C1654,Genome
1797485,1801252,CA_C1655,Genome
1801566,1802258,CA_C1656,Genome
1802337,1802987,CA_C1657,Genome
1803077,1803643,CA_C1658,Genome
1803958,1805028,CA_C1660,Genome
1805144,1805485,CA_C1661,Genome
1805610,1806107,CA_C1662,Genome
1806175,1806351,CA_C1663,Genome
1806436,1808874,CA_C1664,Genome
1809086,1809868,CA_C1665,Genome
1809973,1810689,CA_C1666,Genome
1810631,1811152,CA_C1667,Genome
1811180,1811767,CA_C1668,Genome
1811820,1813598,CA_C1669,Genome
1814010,1814771,CA_C1670,Genome
1814785,1816050,CA_C1671,Genome
1816050,1818425,CA_C1672,Genome
1818579,1823102,CA_C1673,Genome
1823115,1824554,CA_C1674,Genome
1824704,1825123,CA_C1675,Genome
1825231,1825743,CA_C1676,Genome
1825727,1826752,CA_C1677,Genome
1827028,1829673,CA_C1678,Genome
1829759,1830019,CA_C1679,Genome
1830097,1830504,CA_C1680,Genome
1830557,1830820,CA_C1681,Genome
1830847,1831302,CA_C1682,Genome
1831371,1833038,CA_C1683,Genome
1833236,1835053,CA_C1684,Genome
1835074,1836093,CA_C1685,Genome
1836109,1836759,CA_C1686,Genome
1836752,1837972,CA_C1687,Genome
1838036,1839634,CA_C1688,Genome
1839816,1840520,CA_C1689,Genome
1840775,1841833,CA_C1690,Genome
1841973,1843250,CA_C1691,Genome
1843404,1844660,CA_C1692,Genome
1844677,1845798,CA_C1693,Genome
1846014,1846814,CA_C1694,Genome
1846829,1847536,CA_C1695,Genome
1847610,1848383,CA_C1696,Genome
1848579,1848842,CA_C1697,Genome
1848907,1849362,CA_C1698,Genome
1849630,1850343,CA_C1699,Genome
1850364,1851062,CA_C1700,Genome
1851064,1852764,CA_C1701,Genome
1852895,1853275,CA_C1702,Genome
1853987,1854883,CA_C1705,Genome
1854982,1855872,CA_C1706,Genome
1855872,1856756,CA_C1707,Genome
1856768,1857517,CA_C1708,Genome
1857549,1858208,CA_C1709,Genome
1858385,1859698,CA_C1710,Genome
1859701,1861017,CA_C1711,Genome
1861019,1862017,CA_C1712,Genome
1862099,1863577,CA_C1713,Genome
1863685,1864680,CA_C1714,Genome
1864792,1865946,CA_C1715,Genome
1866100,1866978,CA_C1716,Genome
1866997,1867275,CA_C1717,Genome
1867275,1867904,CA_C1718,Genome
1867885,1868103,CA_C1719,Genome
1868105,1869301,CA_C1720,Genome
1869329,1871530,CA_C1721,Genome
1871549,1872001,CA_C1722,Genome
1872002,1872934,CA_C1723,Genome
1872954,1873637,CA_C1724,Genome
1873652,1874977,CA_C1725,Genome
1874990,1876027,CA_C1726,Genome
1875972,1876781,CA_C1727,Genome
1876759,1878732,CA_C1728,Genome
1878756,1879622,CA_C1729,Genome
1879619,1880269,CA_C1730,Genome
1880271,1880906,CA_C1731,Genome
1880951,1881148,CA_C1732,Genome
1881302,1881493,CA_C1733,Genome
1881688,1882038,CA_C1734,Genome
1882052,1883695,CA_C1735,Genome
1883855,1885891,CA_C1736,Genome
1885969,1886535,CA_C1737,Genome
1886532,1887017,CA_C1738,Genome
1887089,1887613,CA_C1739,Genome
1887606,1888751,CA_C1740,Genome
1888816,1890024,CA_C1741,Genome
1890289,1891290,CA_C1742,Genome
1891302,1892507,CA_C1743,Genome
1893146,1893328,CA_C1745,Genome
1893408,1894403,CA_C1746,Genome
1894510,1894743,CA_C1747,Genome
1894870,1895562,CA_C1748,Genome
1895563,1896639,CA_C1749,Genome
1896696,1896956,CA_C1750,Genome
1897173,1900748,CA_C1751,Genome
1900778,1901689,CA_C1752,Genome
1901767,1902117,CA_C1753,Genome
1902136,1903485,CA_C1754,Genome
1903523,1903768,CA_C1755,Genome
1903789,1904016,CA_C1756,Genome
1904144,1904644,CA_C1757,Genome
1904629,1905357,CA_C1758,Genome
1905485,1905829,CA_C1759,Genome
1905878,1906417,CA_C1760,Genome
1906420,1907271,CA_C1761,Genome
1907294,1908058,CA_C1762,Genome
1908109,1908477,CA_C1763,Genome
1908612,1909337,CA_C1764,Genome
1909343,1910863,CA_C1765,Genome
1911395,1911952,CA_C1766,Genome
1911956,1912624,CA_C1767,Genome
1913273,1914172,CA_C1768,Genome
1915404,1916105,CA_C1770,Genome
1916116,1916859,CA_C1771,Genome
1916997,1918466,CA_C1772,Genome
1918564,1920108,CA_C1773,Genome
1920175,1921461,CA_C1774,Genome
1921875,1923620,CA_C1775,Genome
1924008,1924661,CA_C1776,Genome
1924913,1925836,CA_C1777,Genome
1925858,1926508,CA_C1778,Genome
1926699,1927073,CA_C1779,Genome
1927101,1928570,CA_C1780,Genome
1928572,1929177,CA_C1781,Genome
1929227,1931155,CA_C1782,Genome
1931437,1932735,CA_C1783,Genome
1933037,1934101,CA_C1784,Genome
1934132,1936225,CA_C1785,Genome
1936387,1937163,CA_C1786,Genome
1937317,1938018,CA_C1787,Genome
1938126,1939046,CA_C1788,Genome
1939117,1939827,CA_C1789,Genome
1939847,1940404,CA_C1790,Genome
1940512,1941285,CA_C1791,Genome
1942117,1943559,CA_C1793,Genome
1943649,1944605,CA_C1794,Genome
1944623,1945780,CA_C1795,Genome
1945792,1946811,CA_C1796,Genome
1946833,1947882,CA_C1797,Genome
1948183,1948632,CA_C1798,Genome
1948646,1949707,CA_C1799,Genome
1949748,1950014,CA_C1800,Genome
1950007,1950315,CA_C1801,Genome
1950331,1952412,CA_C1802,Genome
1952448,1952813,CA_C1803,Genome
1952800,1953765,CA_C1804,Genome
1953768,1954637,CA_C1805,Genome
1954649,1955560,CA_C1806,Genome
1955691,1955954,CA_C1807,Genome
1956210,1958321,CA_C1808,Genome
1958444,1958719,CA_C1809,Genome
1958734,1959933,CA_C1810,Genome
1959996,1960676,CA_C1811,Genome
1960690,1962987,CA_C1812,Genome
1963081,1964418,CA_C1813,Genome
1964402,1965013,CA_C1814,Genome
1965171,1966220,CA_C1815,Genome
1966446,1967990,CA_C1816,Genome
1968188,1968448,CA_C1817,Genome
1968553,1969425,CA_C1818,Genome
1969468,1970664,CA_C1819,Genome
1970792,1971052,CA_C1820,Genome
1971226,1972656,CA_C1821,Genome
1972739,1973584,CA_C1822,Genome
1973730,1974035,CA_C1823,Genome
1974039,1976291,CA_C1824,Genome
1976571,1977476,CA_C1825,Genome
1977791,1977973,CA_C1826,Genome
1978563,1979942,CA_C1828,Genome
1979944,1981308,CA_C1829,Genome
1982704,1983090,CA_C1831,Genome
1983311,1983925,CA_C1832,Genome
1983965,1985245,CA_C1833,Genome
1985328,1985573,CA_C1834,Genome
1985634,1986563,CA_C1835,Genome
1986587,1988455,CA_C1836,Genome
1988474,1991083,CA_C1837,Genome
1991114,1992439,CA_C1838,Genome
1992617,1992784,CA_C1839,Genome
1992885,1993760,CA_C1840,Genome
1993818,1994888,CA_C1841,Genome
1995043,1995420,CA_C1842,Genome
1995661,1996020,CA_C1843,Genome
1996694,1996885,CA_C1844,Genome
1996855,1997619,CA_C1845,Genome
1997622,1998401,CA_C1846,Genome
1998641,2000569,CA_C1847,Genome
2000596,2001249,CA_C1848,Genome
2001456,2002637,CA_C1849,Genome
2002701,2003582,CA_C1850,Genome
2003729,2004439,CA_C1851,Genome
2004484,2005548,CA_C1852,Genome
2005737,2006237,CA_C1853,Genome
2006251,2006769,CA_C1854,Genome
2006795,2006941,CA_C1855,Genome
2006983,2007720,CA_C1856,Genome
2007736,2009106,CA_C1857,Genome
2009103,2010236,CA_C1858,Genome
2010248,2010886,CA_C1859,Genome
2011191,2012177,CA_C1860,Genome
2012657,2013325,CA_C1862,Genome
2013353,2013673,CA_C1863,Genome
2014004,2014180,CA_C1864,Genome
2014259,2015839,CA_C1865,Genome
2015950,2016390,CA_C1866,Genome
2016380,2016655,CA_C1867,Genome
2016704,2017312,CA_C1868,Genome
2017471,2017674,CA_C1869,Genome
2017790,2018065,CA_C1870,Genome
2018118,2019335,CA_C1871,Genome
2019495,2020583,CA_C1872,Genome
2020650,2020826,CA_C1873,Genome
2020841,2021875,CA_C1874,Genome
2022095,2022658,CA_C1875,Genome
2022678,2023733,CA_C1876,Genome
2023751,2024008,CA_C1877,Genome
2024020,2024286,CA_C1878,Genome
2024316,2028527,CA_C1879,Genome
2028559,2028933,CA_C1880,Genome
2028920,2029186,CA_C1881,Genome
2029205,2030413,CA_C1882,Genome
2030415,2035874,CA_C1883,Genome
2035908,2036063,CA_C1884,Genome
2036090,2036419,CA_C1885,Genome
2036473,2037393,CA_C1886,Genome
2037438,2037761,CA_C1887,Genome
2037758,2038189,CA_C1888,Genome
2038190,2038537,CA_C1889,Genome
2038500,2038817,CA_C1890,Genome
2039105,2040295,CA_C1892,Genome
2040297,2041067,CA_C1893,Genome
2041030,2042289,CA_C1894,Genome
2042286,2044076,CA_C1895,Genome
2044051,2044506,CA_C1896,Genome
2044682,2044993,CA_C1897,Genome
2045000,2045263,CA_C1898,Genome
2045358,2045735,CA_C1899,Genome
2045728,2045907,CA_C1900,Genome
2045895,2046248,CA_C1901,Genome
2046283,2046480,CA_C1902,Genome
2046440,2046658,CA_C1903,Genome
2046962,2047156,CA_C1904,Genome
2047301,2047651,CA_C1905,Genome
2047861,2048061,CA_C1906,Genome
2048076,2048240,CA_C1907,Genome
2048246,2048443,CA_C1908,Genome
2048697,2049314,CA_C1909,Genome
2049327,2050202,CA_C1910,Genome
2050591,2050812,CA_C1911,Genome
2050843,2051055,CA_C1912,Genome
2051108,2051326,CA_C1913,Genome
2051557,2051829,CA_C1914,Genome
2052002,2052529,CA_C1915,Genome
2052661,2052852,CA_C1916,Genome
2052900,2053241,CA_C1917,Genome
2053324,2053545,CA_C1918,Genome
2053592,2053993,CA_C1919,Genome
2053998,2054180,CA_C1920,Genome
2054180,2054464,CA_C1921,Genome
2054552,2054749,CA_C1922,Genome
2054761,2055093,CA_C1923,Genome
2055094,2055597,CA_C1924,Genome
2055821,2056054,CA_C1926,Genome
2056196,2056573,CA_C1927,Genome
2056566,2056832,CA_C1928,Genome
2056948,2057163,CA_C1929,Genome
2057200,2057571,CA_C1930,Genome
2057561,2057755,CA_C1931,Genome
2057846,2058373,CA_C1932,Genome
2058383,2059231,CA_C1933,Genome
2059170,2060009,CA_C1934,Genome
2060110,2060421,CA_C1935,Genome
2060432,2061121,CA_C1936,Genome
2061122,2061259,CA_C1937,Genome
2061264,2061839,CA_C1938,Genome
2061842,2062036,CA_C1939,Genome
2062087,2062290,CA_C1940,Genome
2062295,2062534,CA_C1941,Genome
2062826,2063014,CA_C1942,Genome
2063098,2063586,CA_C1943,Genome
2063575,2064015,CA_C1944,Genome
2064029,2064763,CA_C1945,Genome
2065030,2065314,CA_C1946,Genome
2065522,2065893,CA_C1947,Genome
2066298,2067488,CA_C1949,Genome
2067822,2068034,CA_C1950,Genome
2068045,2069772,CA_C1951,Genome
2069772,2069981,CA_C1952,Genome
2070076,2070462,CA_C1953,Genome
2070678,2071508,CA_C1954,Genome
2072069,2072245,CA_C1955,Genome
2072361,2073956,CA_C1956,Genome
2074350,2075174,CA_C1958,Genome
2075274,2075807,CA_C1959,Genome
2075809,2076393,CA_C1960,Genome
2076562,2077536,CA_C1961,Genome
2077616,2078344,CA_C1962,Genome
2078636,2080213,CA_C1963,Genome
2080494,2081324,CA_C1964,Genome
2081513,2081989,CA_C1965,Genome
2082172,2083506,CA_C1966,Genome
2084047,2084859,CA_C1968,Genome
2084923,2086698,CA_C1969,Genome
2086719,2086940,CA_C1970,Genome
2086956,2087453,CA_C1971,Genome
2087513,2088112,CA_C1972,Genome
2088181,2088825,CA_C1973,Genome
2089025,2089678,CA_C1974,Genome
2089694,2090263,CA_C1975,Genome
2090278,2090709,CA_C1976,Genome
2090725,2090919,CA_C1977,Genome
2090980,2091819,CA_C1978,Genome
2091833,2092786,CA_C1979,Genome
2092783,2094093,CA_C1980,Genome
2094094,2095413,CA_C1981,Genome
2095720,2097183,CA_C1982,Genome
2097302,2097583,CA_C1983,Genome
2097734,2098591,CA_C1984,Genome
2098803,2099159,CA_C1985,Genome
2099269,2099961,CA_C1986,Genome
2100775,2101842,CA_C1988,Genome
2101845,2102645,CA_C1989,Genome
2102642,2103703,CA_C1990,Genome
2103753,2104190,CA_C1991,Genome
2104187,2104672,CA_C1992,Genome
2104683,2105639,CA_C1993,Genome
2105694,2106284,CA_C1994,Genome
2106371,2106502,CA_C1995,Genome
2106549,2107142,CA_C1996,Genome
2107179,2108375,CA_C1997,Genome
2108414,2109088,CA_C1998,Genome
2109118,2109303,CA_C1999,Genome
2109322,2109900,CA_C2000,Genome
2109887,2111641,CA_C2001,Genome
2111669,2113045,CA_C2002,Genome
2113129,2115627,CA_C2003,Genome
2115687,2117030,CA_C2004,Genome
2117065,2118429,CA_C2005,Genome
2118468,2119166,CA_C2006,Genome
2119266,2120468,CA_C2007,Genome
2120543,2121763,CA_C2008,Genome
2121823,2122962,CA_C2009,Genome
2122973,2124391,CA_C2010,Genome
2124409,2125545,CA_C2011,Genome
2125547,2126236,CA_C2012,Genome
2126238,2126906,CA_C2013,Genome
2126893,2127300,CA_C2014,Genome
2127284,2127808,CA_C2015,Genome
2127838,2128575,CA_C2016,Genome
2128579,2128890,CA_C2017,Genome
2128927,2130981,CA_C2018,Genome
2131022,2131972,CA_C2019,Genome
2132342,2134252,CA_C2020,Genome
2134318,2135541,CA_C2021,Genome
2135557,2136054,CA_C2022,Genome
2136717,2137139,CA_C2025,Genome
2137239,2137781,CA_C2026,Genome
2138159,2138332,CA_C2027,Genome
2138937,2139569,CA_C2028,Genome
2139680,2139847,CA_C2029,Genome
2140151,2140615,CA_C2030,Genome
2140781,2141023,CA_C2031,Genome
2141030,2141479,CA_C2032,Genome
2141608,2142201,CA_C2033,Genome
2142219,2142407,CA_C2034,Genome
2142442,2142912,CA_C2035,Genome
2142914,2143402,CA_C2036,Genome
2143858,2144517,CA_C2037,Genome
2144564,2144914,CA_C2038,Genome
2144930,2146306,CA_C2039,Genome
2146787,2147707,CA_C2040,Genome
2147700,2148488,CA_C2041,Genome
2148552,2149340,CA_C2042,Genome
2149698,2149850,CA_C2043,Genome
2150270,2150998,CA_C2044,Genome
2151008,2152888,CA_C2045,Genome
2152964,2155030,CA_C2046,Genome
2155046,2156899,CA_C2047,Genome
2156880,2157653,CA_C2048,Genome
2157669,2158016,CA_C2049,Genome
2158065,2158397,CA_C2050,Genome
2158423,2158701,CA_C2051,Genome
2158772,2159485,CA_C2052,Genome
2159469,2160059,CA_C2053,Genome
2160235,2160609,CA_C2054,Genome
2160782,2161192,CA_C2055,Genome
2161220,2161609,CA_C2056,Genome
2161783,2162838,CA_C2057,Genome
2162971,2163498,CA_C2058,Genome
2163491,2163967,CA_C2059,Genome
2164054,2164662,CA_C2060,Genome
2164655,2165404,CA_C2061,Genome
2165379,2166560,CA_C2062,Genome
2166635,2167849,CA_C2063,Genome
2167963,2168778,CA_C2064,Genome
2168794,2169966,CA_C2065,Genome
2170033,2170911,CA_C2066,Genome
2170932,2171159,CA_C2067,Genome
2171159,2171806,CA_C2068,Genome
2171979,2172134,CA_C2069,Genome
2172152,2172283,CA_C2070,Genome
2172521,2173366,CA_C2071,Genome
2173728,2174915,CA_C2072,Genome
2175203,2176915,CA_C2073,Genome
2176927,2177379,CA_C2074,Genome
2177376,2178230,CA_C2075,Genome
2178242,2179045,CA_C2076,Genome
2179082,2180941,CA_C2077,Genome
2180946,2181503,CA_C2078,Genome
2182184,2183053,CA_C2080,Genome
2183043,2183276,CA_C2081,Genome
2183305,2184504,CA_C2082,Genome
2184506,2185342,CA_C2083,Genome
2185367,2185774,CA_C2084,Genome
2185906,2186301,CA_C2085,Genome
2186577,2187110,CA_C2086,Genome
2187183,2187815,CA_C2087,Genome
2187828,2188409,CA_C2088,Genome
2188430,2189578,CA_C2089,Genome
2189588,2189971,CA_C2090,Genome
2189981,2190178,CA_C2091,Genome
2190190,2190708,CA_C2092,Genome
2190710,2191627,CA_C2093,Genome
2191806,2192366,CA_C2094,Genome
2192448,2193518,CA_C2095,Genome
2193697,2194086,CA_C2096,Genome
2194076,2194528,CA_C2097,Genome
2194543,2195271,CA_C2098,Genome
2195284,2195442,CA_C2099,Genome
2195460,2195912,CA_C2100,Genome
2195894,2196322,CA_C2101,Genome
2196303,2196776,CA_C2102,Genome
2196739,2197101,CA_C2103,Genome
2197116,2198306,CA_C2104,Genome
2198318,2199793,CA_C2105,Genome
2199962,2200159,CA_C2106,Genome
2200299,2201618,CA_C2107,Genome
2202996,2203496,CA_C2110,Genome
2203702,2205414,CA_C2111,Genome
2205453,2206745,CA_C2112,Genome
2206851,2207387,CA_C2113,Genome
2207561,2208478,CA_C2114,Genome
2208465,2208929,CA_C2115,Genome
2209025,2209627,CA_C2116,Genome
2209720,2210412,CA_C2117,Genome
2210527,2211144,CA_C2118,Genome
2211189,2211452,CA_C2119,Genome
2211471,2211944,CA_C2120,Genome
2211970,2212635,CA_C2121,Genome
2212742,2213482,CA_C2122,Genome
2213495,2213833,CA_C2123,Genome
2213846,2214577,CA_C2124,Genome
2214590,2215339,CA_C2125,Genome
2215500,2216615,CA_C2126,Genome
2216639,2217592,CA_C2127,Genome
2217594,2218952,CA_C2128,Genome
2218962,2220410,CA_C2129,Genome
2220690,2222879,CA_C2130,Genome
2222891,2223394,CA_C2131,Genome
2223423,2224361,CA_C2132,Genome
2224376,2224804,CA_C2133,Genome
2225015,2226112,CA_C2134,Genome
2226183,2228468,CA_C2135,Genome
2228626,2229045,CA_C2136,Genome
2229091,2231628,CA_C2137,Genome
2231895,2232827,CA_C2138,Genome
2232851,2233621,CA_C2139,Genome
2233648,2234424,CA_C2140,Genome
2234441,2234566,CA_C2141,Genome
2234623,2235069,CA_C2142,Genome
2235085,2235810,CA_C2143,Genome
2235825,2236493,CA_C2144,Genome
2236506,2237369,CA_C2145,Genome
2237363,2238532,CA_C2146,Genome
2238532,2240604,CA_C2147,Genome
2240610,2242442,CA_C2148,Genome
2242453,2242722,CA_C2149,Genome
2242728,2243513,CA_C2150,Genome
2243515,2243868,CA_C2151,Genome
2243897,2244412,CA_C2152,Genome
2244476,2244670,CA_C2153,Genome
2244750,2246021,CA_C2154,Genome
2246110,2246508,CA_C2155,Genome
2246556,2247275,CA_C2156,Genome
2247287,2248684,CA_C2157,Genome
2248694,2249131,CA_C2158,Genome
2249144,2250460,CA_C2159,Genome
2250474,2251214,CA_C2160,Genome
2251198,2252214,CA_C2161,Genome
2252221,2253855,CA_C2162,Genome
2253871,2254206,CA_C2163,Genome
2254220,2254651,CA_C2164,Genome
2254657,2255061,CA_C2165,Genome
2255276,2256274,CA_C2166,Genome
2256406,2257257,CA_C2167,Genome
2257365,2259101,CA_C2168,Genome
2259162,2260244,CA_C2169,Genome
2260291,2260776,CA_C2170,Genome
2260799,2261698,CA_C2171,Genome
2261827,2263176,CA_C2172,Genome
2263201,2264202,CA_C2173,Genome
2264253,2265263,CA_C2174,Genome
2265287,2266288,CA_C2175,Genome
2266327,2269140,CA_C2176,Genome
2269392,2270762,CA_C2177,Genome
2270833,2271987,CA_C2178,Genome
2272003,2272932,CA_C2179,Genome
2272947,2274014,CA_C2180,Genome
2274282,2274569,CA_C2181,Genome
2274621,2274737,CA_C2182,Genome
2275062,2275235,CA_C2183,Genome
2275371,2276288,CA_C2184,Genome
2276698,2277615,CA_C2185,Genome
2277713,2278732,CA_C2186,Genome
2278755,2279807,CA_C2187,Genome
2279827,2282016,CA_C2188,Genome
2282045,2282992,CA_C2189,Genome
2283008,2283766,CA_C2190,Genome
2283778,2284449,CA_C2191,Genome
2284462,2284848,CA_C2192,Genome
2284860,2286443,CA_C2193,Genome
2286457,2287479,CA_C2194,Genome
2287501,2288805,CA_C2195,Genome
2288822,2290456,CA_C2196,Genome
2290507,2291301,CA_C2197,Genome
2291317,2291538,CA_C2198,Genome
2291555,2293309,CA_C2199,Genome
2293361,2294578,CA_C2200,Genome
2294589,2294936,CA_C2201,Genome
2295015,2296793,CA_C2202,Genome
2296906,2297733,CA_C2203,Genome
2297859,2298203,CA_C2204,Genome
2298263,2300179,CA_C2205,Genome
2300198,2300578,CA_C2206,Genome
2300590,2300856,CA_C2207,Genome
2300869,2301219,CA_C2208,Genome
2301244,2301465,CA_C2209,Genome
2301503,2301928,CA_C2210,Genome
2301945,2303222,CA_C2211,Genome
2303237,2305141,CA_C2212,Genome
2305156,2305563,CA_C2213,Genome
2305566,2305847,CA_C2214,Genome
2306021,2307262,CA_C2215,Genome
2307255,2308250,CA_C2216,Genome
2308295,2308693,CA_C2217,Genome
2308763,2309122,CA_C2218,Genome
2309140,2309742,CA_C2219,Genome
2309755,2311836,CA_C2220,Genome
2311849,2312616,CA_C2221,Genome
2312620,2313657,CA_C2222,Genome
2313672,2314172,CA_C2223,Genome
2314190,2314633,CA_C2224,Genome
2314644,2316575,CA_C2225,Genome
2316758,2317600,CA_C2226,Genome
2317702,2318343,CA_C2227,Genome
2318718,2319071,CA_C2228,Genome
2319261,2322776,CA_C2229,Genome
2323103,2323630,CA_C2230,Genome
2323781,2324860,CA_C2231,Genome
2324966,2326729,CA_C2232,Genome
2326779,2327846,CA_C2233,Genome
2327863,2328993,CA_C2234,Genome
2329095,2330024,CA_C2235,Genome
2330121,2330564,CA_C2236,Genome
2330846,2331988,CA_C2237,Genome
2332010,2333128,CA_C2238,Genome
2333197,2334630,CA_C2239,Genome
2334664,2335176,CA_C2240,Genome
2335249,2337348,CA_C2241,Genome
2337364,2337732,CA_C2242,Genome
2338031,2339224,CA_C2243,Genome
2339259,2340059,CA_C2244,Genome
2340116,2340502,CA_C2245,Genome
2340515,2341606,CA_C2246,Genome
2341792,2343363,CA_C2247,Genome
2343403,2343597,CA_C2248,Genome
2343753,2344493,CA_C2249,Genome
2344542,2345405,CA_C2250,Genome
2345430,2347601,CA_C2251,Genome
2347834,2351487,CA_C2252,Genome
2352042,2353178,CA_C2253,Genome
2353179,2353820,CA_C2254,Genome
2353959,2356463,CA_C2255,Genome
2356479,2357150,CA_C2256,Genome
2357241,2358098,CA_C2257,Genome
2357981,2358199,CA_C2258,Genome
2358175,2358354,CA_C2259,Genome
2358557,2359741,CA_C2260,Genome
2359770,2360738,CA_C2261,Genome
2360780,2364538,CA_C2262,Genome
2364519,2367980,CA_C2263,Genome
2368162,2369397,CA_C2264,Genome
2369579,2370352,CA_C2265,Genome
2370349,2370807,CA_C2266,Genome
2370774,2370950,CA_C2267,Genome
2371227,2371514,CA_C2268,Genome
2371732,2373519,CA_C2269,Genome
2373446,2373628,CA_C2270,Genome
2373635,2375065,CA_C2271,Genome
2375086,2375685,CA_C2272,Genome
2375696,2376145,CA_C2273,Genome
2376156,2378378,CA_C2274,Genome
2378513,2379031,CA_C2275,Genome
2379140,2380009,CA_C2276,Genome
2380114,2381016,CA_C2277,Genome
2381016,2382269,CA_C2278,Genome
2382524,2383888,CA_C2279,Genome
2384348,2384719,CA_C2280,Genome
2384809,2385093,CA_C2281,Genome
2385126,2386256,CA_C2282,Genome
2386274,2387299,CA_C2283,Genome
2387336,2388385,CA_C2284,Genome
2388398,2389003,CA_C2285,Genome
2389059,2389706,CA_C2286,Genome
2389911,2391266,CA_C2287,Genome
2391263,2392408,CA_C2288,Genome
2392780,2393169,CA_C2289,Genome
2393248,2395758,CA_C2290,Genome
2396588,2397142,CA_C2293,Genome
2398080,2398820,CA_C2295,Genome
2398957,2399601,CA_C2296,Genome
2399636,2401039,CA_C2297,Genome
2401052,2401948,CA_C2298,Genome
2401972,2403753,CA_C2299,Genome
2403851,2404510,CA_C2300,Genome
2404758,2407187,CA_C2301,Genome
2408161,2409189,CA_C2304,Genome
2409200,2409658,CA_C2305,Genome
2409753,2410511,CA_C2306,Genome
2410545,2410976,CA_C2307,Genome
2410990,2411325,CA_C2308,Genome
2411497,2413242,CA_C2309,Genome
2413272,2413907,CA_C2310,Genome
2414069,2414632,CA_C2311,Genome
2414760,2415671,CA_C2312,Genome
2415664,2416797,CA_C2313,Genome
2416802,2418220,CA_C2314,Genome
2418324,2419166,CA_C2315,Genome
2419184,2420053,CA_C2316,Genome
2420137,2420889,CA_C2317,Genome
2420940,2422160,CA_C2318,Genome
2423173,2424069,CA_C2321,Genome
2424468,2426411,CA_C2323,Genome
2426522,2427469,CA_C2324,Genome
2427593,2429890,CA_C2325,Genome
2430386,2431696,CA_C2326,Genome
2431710,2434844,CA_C2327,Genome
2434878,2436137,CA_C2328,Genome
2436195,2436971,CA_C2329,Genome
2436992,2438377,CA_C2330,Genome
2438806,2439363,CA_C2331,Genome
2439460,2440515,CA_C2332,Genome
2440558,2441424,CA_C2333,Genome
2441529,2442434,CA_C2334,Genome
2442463,2443374,CA_C2335,Genome
2443468,2444541,CA_C2336,Genome
2444614,2446341,CA_C2337,Genome
2446670,2448133,CA_C2338,Genome
2448176,2448628,CA_C2339,Genome
2448638,2451004,CA_C2340,Genome
2451006,2453369,CA_C2341,Genome
2453563,2454342,CA_C2342,Genome
2454438,2454986,CA_C2343,Genome
2455007,2456113,CA_C2344,Genome
2456106,2456912,CA_C2345,Genome
2456938,2457759,CA_C2346,Genome
2457890,2458621,CA_C2347,Genome
2458666,2459457,CA_C2348,Genome
2459470,2460255,CA_C2349,Genome
2460248,2461342,CA_C2350,Genome
2461370,2462128,CA_C2351,Genome
2462276,2462557,CA_C2352,Genome
2462571,2463581,CA_C2353,Genome
2463605,2464744,CA_C2354,Genome
2464842,2465465,CA_C2355,Genome
2465668,2468046,CA_C2356,Genome
2468068,2469087,CA_C2357,Genome
2469428,2470213,CA_C2358,Genome
2470274,2470633,CA_C2359,Genome
2470663,2470860,CA_C2360,Genome
2470881,2471408,CA_C2361,Genome
2471596,2473509,CA_C2362,Genome
2473874,2474749,CA_C2363,Genome
2474915,2475619,CA_C2364,Genome
2475697,2475894,CA_C2365,Genome
2476134,2476550,CA_C2366,Genome
2476797,2479055,CA_C2367,Genome
2479281,2479682,CA_C2368,Genome
2479690,2480019,CA_C2369,Genome
2480589,2481482,CA_C2370,Genome
2481472,2482230,CA_C2371,Genome
2482244,2482507,CA_C2372,Genome
2482662,2482832,CA_C2373,Genome
2482913,2483782,CA_C2374,Genome
2483791,2484744,CA_C2375,Genome
2487122,2488003,CA_C2378,Genome
2488018,2488770,CA_C2379,Genome
2488892,2490079,CA_C2380,Genome
2490294,2491004,CA_C2381,Genome
2491062,2491751,CA_C2382,Genome
2491864,2492631,CA_C2383,Genome
